Student_ID,Age,Gender,Hours_Studied,Attendance,Sleep_Hours,Stress_Level,Screen_Time,Previous_GPA,Part_Time_Job,Study_Method,Diet_Quality,Internet_Quality,Extracurricular,Tutoring_Sessions_Per_Week,Family_Income_Level,Exam_Anxiety_Score,Grade
STU06446,21,Male,4,72.8,4.3,3.8,5.5,2.99,No,Hybrid,Average,Average,No,2,Low,1.4,A
STU06447,24,Male,4.1,89.3,6.5,1.3,5.3,3.24,Yes,Offline,Good,Good,Yes,3,High,3.5,A
STU06448,19,Female,2.56,76.7,9.2,5.5,5.1,2.86,No,Hybrid,Poor,Excellent,Yes,0,Middle,4.7,C
STU06449,18,Female,5.89,72.7,8.2,2.5,5.6,3.68,No,Hybrid,Average,Excellent,Yes,2,Middle,2.3,A
STU06450,19,Male,4.59,91.7,6.1,2.6,4.3,1.75,Yes,Online,Average,Average,No,2,High,4.5,B
STU06451,17,Non-Binary,3.62,74,8.7,3.6,2.9,2.84,Yes,Online,Average,Good,No,1,Middle,5.3,B
STU06452,23,Male,8.29,87.6,8.4,6.1,6.3,2.84,Yes,Online,Poor,Excellent,Yes,2,Middle,4.8,A
STU06453,22,Male,5.05,93,7.6,4,2.3,2.81,Yes,Online,Average,Good,Yes,4,Middle,5.2,B
STU06454,23,Male,4.73,94.3,6.8,7.4,4.7,2.91,Yes,Online,Average,Good,No,2,High,5.5,B
STU06455,21,Female,3.57,62.8,7.5,1.2,5.7,3.59,Yes,Online,Average,Excellent,No,2,Middle,4.8,A
STU06456,21,Female,6.87,75.4,6.8,4.9,4.8,3.02,No,Online,Poor,Good,No,1,High,4.6,A
STU06457,19,Male,5.32,83.5,8.7,3.9,2.5,2.72,Yes,Online,Good,Good,Yes,0,Middle,4.2,A
STU06458,22,Female,3.37,79.5,7.1,5.6,3.2,2.7,No,Online,Average,Poor,No,1,Middle,6.8,C
STU06459,19,Male,4.52,74.7,7.7,3.8,1.6,2.65,Yes,Online,Poor,Poor,Yes,3,Middle,5.3,A
STU06460,18,Female,6.17,96.6,6.2,3.4,4.3,3.68,Yes,Hybrid,Poor,Poor,No,2,Middle,1.5,A
STU06461,20,Non-Binary,5.23,72.5,9.3,9.9,6.3,3.29,Yes,Online,Average,Excellent,Yes,1,Middle,5.3,C
STU06462,22,Male,7.34,64.3,8.5,4.9,1.8,1.81,No,Offline,Good,Good,Yes,4,Middle,1,A
STU06463,20,Female,7.06,74.7,6.4,1.7,3.1,2.73,No,Online,Good,Good,Yes,4,Low,1.1,A
STU06464,23,Female,9.39,69.6,9.7,3.1,2.6,2.48,No,Hybrid,Poor,Excellent,No,3,Low,3,A
STU06465,18,Male,3.72,77.3,6.5,3.8,5.1,2.45,No,Online,Good,Good,No,1,Low,5.4,C
STU06466,24,Female,4.93,73.9,5.2,2.7,3.2,3.05,No,Hybrid,Average,Good,No,1,High,3,A
STU06467,24,Female,4.54,72.9,5.6,5.6,5.6,3.11,Yes,Offline,Good,Average,Yes,1,High,1.8,B
STU06468,20,Male,4.54,63,7.4,3.1,5.3,3.67,No,Online,Average,Excellent,No,2,High,5.1,A
STU06469,17,Male,5.16,100,7.4,8.1,6.7,3.05,No,Online,Good,Average,Yes,1,High,3.2,A
STU06470,23,Male,4.33,77.3,6.5,3.9,5.8,2.76,No,Online,Poor,Poor,No,2,Low,5.2,B
STU06471,20,Female,6.81,68.8,7.2,5.4,4.1,3.15,Yes,Hybrid,Poor,Average,No,4,Middle,2.8,A
STU06472,18,Female,2.58,73.2,6,4.8,2.9,2.88,No,Hybrid,Good,Average,No,3,High,3.5,A
STU06473,20,Female,5.14,69.5,6.8,4.4,4.8,3.18,No,Online,Average,Average,No,2,High,5.2,B
STU06474,21,Male,6.28,86.3,6.8,4.3,3,2.92,No,Hybrid,Average,Good,No,3,Low,3.1,A
STU06475,19,Male,7.02,72.9,6.9,3,3.4,3.02,No,Online,Average,Average,No,1,Middle,4.1,A
STU06476,17,Male,5,68,5.6,5.4,3.4,3.59,Yes,Offline,Poor,Good,Yes,3,Low,5,B
STU06477,21,Female,5.65,85,6,6.7,5.4,2.4,No,Offline,Poor,Poor,No,0,Middle,2.1,A
STU06478,21,Non-Binary,5.15,78.2,6.6,3.3,3.3,2.61,No,Online,Poor,Average,No,3,Middle,5.2,B
STU06479,18,Female,6.02,100,5.4,6.1,4.2,3.31,Yes,Hybrid,Average,Good,No,2,High,2.9,A
STU06480,19,Male,4.69,64.4,6.4,2.9,2.4,4,Yes,Online,Average,Excellent,No,2,Middle,1.9,A
STU06481,19,Female,6.46,56.1,8.4,4.8,3.7,3.19,Yes,Hybrid,Good,Excellent,Yes,2,Middle,3.2,A
STU06482,22,Female,7.72,84.2,8.6,6.9,2.6,2.75,Yes,Hybrid,Poor,Excellent,Yes,1,Middle,4.9,A
STU06483,23,Male,9.18,75.4,6.5,1.6,6,3.09,No,Hybrid,Average,Good,No,1,High,1.4,A
STU06484,17,Female,4.38,91.3,7.1,8.1,1.6,3.67,No,Offline,Poor,Good,Yes,0,Middle,5.2,A
STU06485,23,Male,6.72,76.1,8.6,3.8,4.2,2.56,Yes,Online,Average,Good,No,3,Middle,4.4,A
STU06486,18,Male,5.59,88.9,8,9.1,4.4,3.32,Yes,Offline,Average,Good,No,3,Middle,4.4,A
STU06487,17,Male,5.9,69.6,7.1,6.2,5.6,2.49,Yes,Offline,Average,Average,Yes,0,Middle,4.8,B
STU06488,22,Male,4.17,86.8,6.6,5.5,4.1,3.08,No,Offline,Average,Good,Yes,3,Low,4,B
STU06489,20,Male,5.29,66,9.7,2,8,2.79,No,Offline,Average,Average,No,2,High,5.5,B
STU06490,21,Male,6.18,55.4,7.8,1,4.8,2.9,Yes,Offline,Average,Good,Yes,3,Low,3,A
STU06491,17,Male,5.12,68.5,5.4,7,5.1,3.57,No,Hybrid,Average,Good,Yes,0,Low,2.9,B
STU06492,23,Female,4.27,70.4,5,4.7,5,2.48,No,Online,Average,Average,Yes,2,Middle,5.4,C
STU06493,21,Non-Binary,7.49,92.8,7.8,8.2,4.1,3.76,No,Offline,Average,Average,Yes,3,Middle,4.6,A
STU06494,18,Female,5.32,77.2,6.6,5.6,6.2,3.66,Yes,Online,Good,Poor,Yes,3,Middle,5.3,B
STU06495,23,Male,4.61,85.4,8.7,4.4,3.4,2.46,No,Offline,Average,Excellent,No,3,Low,6.9,A
STU06496,20,Male,5.11,85.5,5,3.6,2.2,2.93,No,Offline,Poor,Average,Yes,3,Low,3.8,A
STU06497,18,Male,4.64,59.1,5.4,7.9,5.8,2.4,No,Offline,Average,Average,Yes,0,High,7.3,Fail
STU06498,24,Male,3.58,87.6,7.2,6.5,5.5,3.3,No,Offline,Average,Excellent,No,1,Middle,4.4,B
STU06499,20,Female,6.09,75.3,5.7,4.2,2.6,2.61,No,Offline,Average,Good,No,1,High,2.9,A
STU06500,20,Female,4.6,84.4,8.5,4.9,7.1,3.06,Yes,Hybrid,Poor,Average,Yes,2,Middle,4.3,B
STU06501,21,Female,2.6,83,7.7,6.1,4.7,3.58,Yes,Hybrid,Average,Average,No,1,High,4.2,C
STU06502,18,Female,7.05,75.3,8.6,1,3.6,2.5,Yes,Online,Good,Average,No,3,Middle,1,A
STU06503,18,Male,4.37,85.7,3.7,8.8,4.6,2.65,No,Online,Average,Average,No,1,Middle,5.5,D
STU06504,17,Male,2.19,68.3,4.9,5.6,5.5,2.99,No,Hybrid,Average,Poor,No,0,High,6,C
STU06505,23,Female,4.88,65.5,8,7.9,1.9,3.19,Yes,Online,Good,Good,No,3,Low,5.6,B
STU06506,24,Male,3.63,89.4,5.4,3.6,6.4,3.04,No,Hybrid,Average,Excellent,Yes,2,Middle,3.8,B
STU06507,18,Male,5.39,72.9,8.3,1.5,3.6,2.7,No,Online,Average,Good,No,2,Middle,2.5,A
STU06508,17,Male,2.68,78.7,5.7,1,5.2,3.3,No,Hybrid,Average,Good,No,2,Middle,6.2,B
STU06509,24,Male,4.19,84.1,9.7,3.2,3.1,2.6,Yes,Offline,Good,Average,No,2,Middle,1.5,A
STU06510,19,Male,1.77,89.5,6.7,4.4,5.2,3.33,No,Hybrid,Poor,Average,Yes,2,Middle,4.3,B
STU06511,19,Female,2.28,72.2,6.9,5.5,2.2,2.97,No,Hybrid,Good,Excellent,Yes,1,Low,6.8,C
STU06512,24,Female,5.17,72.8,8.2,6.9,2.2,2.86,No,Hybrid,Poor,Poor,No,3,Low,2.8,A
STU06513,19,Male,3.87,91.2,7.6,5.5,3.4,3.12,No,Offline,Good,Excellent,Yes,2,High,1.8,A
STU06514,22,Male,7.99,75.4,6.8,8.4,3.1,2.82,No,Online,Average,Good,Yes,2,High,6.4,A
STU06515,18,Female,3.53,84.8,10,8.2,4.2,2.48,Yes,Online,Average,Excellent,No,1,Low,7.3,C
STU06516,22,Male,5.31,82.8,6.5,4.1,2.8,2.26,No,Online,Good,Average,Yes,5,Low,5.4,A
STU06517,23,Male,2.46,78.4,5.4,9.2,1.7,2.82,No,Hybrid,Average,Average,Yes,0,Low,5.7,C
STU06518,18,Male,7.92,82.6,8.4,4.4,4.3,2.52,Yes,Offline,Poor,Good,No,2,Low,4.8,A
STU06519,17,Male,5.06,80.5,7.3,5.9,4.8,3.23,No,Offline,Good,Good,No,2,Middle,1,A
STU06520,22,Female,1.96,76.2,6.3,6.7,3.5,3.49,No,Hybrid,Good,Average,No,1,Low,3.8,B
STU06521,22,Female,5.44,98.4,6.4,5.3,6.4,2,No,Online,Average,Excellent,No,2,High,6.2,B
STU06522,23,Male,4.01,89.5,7.3,4,3.3,3.97,No,Hybrid,Average,Poor,Yes,3,Middle,2.1,A
STU06523,22,Male,9.23,74.4,8.4,2.7,4.2,3.3,Yes,Offline,Good,Poor,No,2,Low,3.4,A
STU06524,20,Male,7.14,75.5,8,7.2,2.6,3.55,Yes,Hybrid,Poor,Good,Yes,3,Middle,4.1,A
STU06525,17,Male,3.44,67.7,4.9,3.3,3.5,2.68,Yes,Online,Average,Good,Yes,2,Middle,4.5,C
STU06526,19,Non-Binary,6.39,79.3,6.9,5.6,3.2,3.22,Yes,Offline,Average,Excellent,No,2,Low,3.9,A
STU06527,17,Female,5.94,71.1,6.6,4.1,5.9,3.36,No,Offline,Average,Good,Yes,1,Middle,3.9,A
STU06528,20,Female,4.3,80.3,7.9,7.2,2.4,2.7,No,Hybrid,Good,Poor,No,3,Low,4.5,A
STU06529,23,Female,4.34,72.3,5.6,5.4,1,3.24,No,Online,Average,Good,Yes,2,Low,3.6,A
STU06530,23,Female,4.49,67.6,6.8,2.6,3.2,2.97,No,Online,Good,Average,Yes,2,Low,3.1,A
STU06531,18,Female,3.07,71.6,7.6,4.9,5,3.27,Yes,Hybrid,Poor,Good,No,1,High,5.9,B
STU06532,17,Male,5.57,80.9,7,1,4.5,3.36,Yes,Hybrid,Poor,Good,No,3,Middle,4.5,A
STU06533,24,Male,4.01,84.9,7.4,7,4.5,2.99,Yes,Online,Good,Poor,Yes,3,Middle,3.9,A
STU06534,24,Female,4.81,82.5,9.2,9.4,3.8,3.37,No,Online,Average,Good,No,1,High,5,B
STU06535,23,Male,4.29,78.9,8.2,5.6,5.7,3.38,Yes,Hybrid,Average,Good,Yes,1,Low,4.6,A
STU06536,22,Non-Binary,3.57,86.4,5.2,4.7,5.9,1.98,No,Hybrid,Poor,Good,Yes,2,High,7,C
STU06537,23,Female,8.81,83.1,8.7,7,3.1,3.33,Yes,Offline,Average,Good,Yes,3,Middle,4.1,A
STU06538,23,Female,5.58,100,8.3,2.9,6,3.12,No,Hybrid,Poor,Average,Yes,3,Middle,3.7,A
STU06539,23,Male,6.33,82.8,5.7,3.7,5,2.65,Yes,Offline,Good,Average,Yes,0,High,3.3,A
STU06540,23,Female,10.32,79.7,6.9,6.4,4.5,2.12,Yes,Hybrid,Average,Average,No,2,Middle,5.5,A
STU06541,24,Male,4.92,84.7,6.5,2.8,5.4,3.57,Yes,Online,Average,Average,No,2,High,1.9,A
STU06542,24,Non-Binary,3.61,80.2,8.1,1,3.3,3.17,No,Offline,Poor,Good,Yes,1,High,3.7,A
STU06543,19,Male,1.63,82.4,6.1,7.1,1.6,3.82,No,Hybrid,Average,Excellent,No,2,Low,4.8,C
STU06544,19,Female,2.19,76.4,6.8,3.9,4.5,3.01,Yes,Offline,Good,Good,Yes,2,Low,2.2,B
STU06545,18,Female,6.25,66.4,8.1,2.8,7.8,3.28,No,Hybrid,Poor,Good,Yes,3,Low,4,A
STU06546,23,Male,2.27,93,6.3,7.8,4.4,3.16,Yes,Hybrid,Average,Good,Yes,2,Low,5.1,C
STU06547,24,Male,0.96,64.3,6.5,4.9,4.7,2.42,Yes,Offline,Average,Average,Yes,0,Middle,6.5,D
STU06548,17,Non-Binary,5.08,70.6,8.3,7.5,4.3,3.24,No,Online,Average,Excellent,No,1,Low,4.5,B
STU06549,20,Male,4.85,87.3,6.3,5.6,2.3,3.63,Yes,Offline,Good,Excellent,Yes,2,Middle,5.2,A
STU06550,18,Female,8.33,92.3,10,4,2.9,4,Yes,Offline,Poor,Good,No,1,High,5.3,A
STU06551,24,Male,2.14,80.7,6.6,8.7,1.6,2.75,No,Hybrid,Good,Average,No,2,High,3.9,C
STU06552,17,Female,7.02,74.5,4.8,1,5.2,2.87,No,Offline,Poor,Good,No,2,Low,6.6,A
STU06553,23,Female,0.41,78.5,8.2,7.6,5.1,3.02,Yes,Hybrid,Average,Average,No,2,Low,5.2,C
STU06554,21,Male,7.53,79.8,7.2,5,2,2.96,No,Offline,Poor,Good,Yes,1,Low,5,A
STU06555,23,Male,5.56,76.8,7.6,7.6,8.6,3.5,No,Offline,Average,Excellent,Yes,3,High,5.2,B
STU06556,19,Female,3.13,69.9,8,3.6,4,3.07,Yes,Offline,Poor,Average,No,3,Middle,5.6,C
STU06557,20,Male,7.43,78.6,9.4,3.6,3.8,3.67,No,Online,Good,Excellent,Yes,2,High,5,A
STU06558,24,Male,5.34,73.6,8.4,4.6,5.6,1.87,No,Offline,Average,Excellent,Yes,2,High,7,B
STU06559,24,Female,6.18,81.6,6.2,8.7,4,3.13,Yes,Offline,Average,Excellent,No,1,High,5.7,B
STU06560,22,Male,5.08,79.1,8.4,7,0.5,3.44,Yes,Hybrid,Average,Good,Yes,4,Low,3,A
STU06561,20,Male,7.27,73.1,7.4,3.9,5.9,3.99,Yes,Online,Average,Average,No,2,Middle,3.3,A
STU06562,22,Female,6.31,93.8,5.6,3.2,5.5,3.12,Yes,Offline,Average,Good,Yes,1,High,2.5,A
STU06563,20,Male,3.13,68.5,6.4,8,6.4,2.74,Yes,Offline,Average,Good,No,0,Low,6.6,C
STU06564,19,Male,3.28,69.7,9.3,7.2,3,2.95,No,Online,Good,Average,No,1,Middle,6.1,B
STU06565,22,Male,3.35,93.8,6.2,4.3,4.7,1.73,Yes,Offline,Poor,Good,Yes,1,Middle,4.6,B
STU06566,17,Female,6.56,82.4,8.1,4.7,3.1,2.8,Yes,Online,Average,Good,No,3,Middle,5.8,A
STU06567,22,Female,6.22,81,6.8,8,4.3,3.51,Yes,Hybrid,Poor,Poor,No,2,High,5.3,A
STU06568,18,Female,5.57,71.6,7.7,1,4.2,3.11,Yes,Offline,Average,Average,No,3,Middle,6.2,A
STU06569,17,Male,4.56,62.8,5.7,6.7,3.7,3.38,No,Offline,Average,Poor,No,1,High,4,B
STU06570,18,Male,3.87,73.7,6.7,2.8,3.1,2.85,No,Offline,Average,Good,No,1,Middle,4.4,B
STU06571,23,Male,5.7,50.7,4.9,5.5,3.7,3.48,Yes,Hybrid,Average,Good,Yes,2,Middle,4.7,B
STU06572,20,Male,6.65,92.7,9.2,7.1,4.6,2.51,Yes,Online,Average,Poor,Yes,0,High,7.6,A
STU06573,17,Female,6.54,81.2,7.4,1.3,4.4,2.47,No,Online,Poor,Excellent,No,2,High,4.1,A
STU06574,20,Male,8.24,65.5,5.5,7.9,2.9,3.84,No,Offline,Good,Poor,Yes,2,High,5.7,A
STU06575,23,Male,8.43,70,6.7,9.1,5.7,3.81,Yes,Online,Average,Good,Yes,4,High,5.3,A
STU06576,21,Male,4.3,87.9,7.8,3.1,4.2,3.56,Yes,Offline,Average,Good,Yes,2,Middle,3.4,A
STU06577,24,Female,10.03,74.9,6.7,4.3,2.5,2.56,No,Online,Good,Good,No,2,Low,4.3,A
STU06578,20,Female,8,92.5,5.5,4.9,1.6,2.79,No,Hybrid,Average,Poor,No,3,Low,4.4,A
STU06579,23,Female,5.62,83.6,5.3,6.6,4.4,3.04,Yes,Online,Average,Excellent,No,0,Low,6.3,B
STU06580,20,Female,5.76,80.7,7.6,7.1,4.7,2.98,Yes,Offline,Average,Excellent,No,2,Middle,3.9,A
STU06581,23,Female,6.12,94.1,7.8,4.9,2.5,2.47,No,Offline,Good,Good,No,2,Low,2.8,A
STU06582,18,Male,4.01,87.5,3.9,5.9,2.5,2.71,No,Online,Average,Good,No,2,Low,6.3,B
STU06583,23,Male,3.71,83.8,6.1,4.6,5.2,3.71,Yes,Hybrid,Poor,Poor,Yes,2,Low,3.5,B
STU06584,22,Female,5.13,71.5,6.2,6.3,3.4,2.64,No,Offline,Good,Good,Yes,2,Middle,4.5,A
STU06585,21,Female,4.31,100,6.9,2.4,3.7,2.2,Yes,Online,Average,Good,No,1,Low,5.7,A
STU06586,20,Female,1.44,80.5,7.8,5.7,4.5,3.21,No,Online,Good,Good,Yes,2,Middle,5.8,B
STU06587,23,Female,6.28,74.3,8.3,8.1,1.3,2.4,Yes,Offline,Good,Good,No,2,Middle,3.7,B
STU06588,23,Female,1.27,81.6,6.4,6.5,5.2,3.67,Yes,Hybrid,Poor,Good,No,0,Middle,4.3,C
STU06589,20,Female,5.7,82.2,5.8,7.1,4,2.36,No,Offline,Good,Average,No,0,High,6.5,B
STU06590,24,Female,4.34,84.6,6,4,3.1,3.39,Yes,Hybrid,Average,Average,Yes,2,Low,3.9,A
STU06591,21,Female,3.78,93.4,8.6,3.8,1.9,2.92,No,Hybrid,Average,Average,Yes,1,High,2.6,A
STU06592,21,Male,6.54,82.9,6.8,5.6,3.6,3.08,No,Hybrid,Good,Poor,No,4,Middle,5.9,A
STU06593,23,Female,3.41,87.6,8,3.6,6,3.23,Yes,Hybrid,Good,Good,Yes,1,Low,5.6,A
STU06594,17,Female,3.12,82.9,7.5,2.1,3.7,2.94,No,Hybrid,Poor,Good,No,2,Middle,2.7,C
STU06595,18,Male,5.61,82.6,9.6,7,3.2,2.32,Yes,Online,Average,Good,No,1,High,9.2,A
STU06596,21,Female,5.46,90.6,5.1,5.5,4,3.25,No,Offline,Good,Good,No,2,Middle,2.7,A
STU06597,21,Female,3.64,60.9,6.5,3.5,3.6,2.45,Yes,Hybrid,Average,Good,No,0,Middle,7,A
STU06598,19,Male,3.51,51.2,6.4,6,5.5,3.1,No,Offline,Average,Average,Yes,1,High,9.2,A
STU06599,22,Female,3.57,80.3,8.6,8.4,3.7,1.59,Yes,Hybrid,Poor,Average,No,0,High,7.8,D
STU06600,21,Male,5.67,67.2,6.7,4.6,4.6,3.98,No,Offline,Average,Average,Yes,2,Middle,3.9,A
STU06601,18,Non-Binary,5.88,64.1,7.8,4.4,4.3,2.46,No,Hybrid,Average,Good,Yes,2,High,1.7,B
STU06602,22,Female,6.63,85.9,4.1,7.5,3.3,2.96,Yes,Online,Average,Average,No,2,High,7.2,B
STU06603,22,Male,4.8,74.6,6.6,1.4,3.1,2.06,No,Hybrid,Poor,Poor,No,4,Middle,5.1,A
STU06604,20,Male,3.23,78.5,8.2,5,2.6,2.75,No,Hybrid,Poor,Good,No,1,Middle,2.3,B
STU06605,20,Female,6.43,81.7,8.2,4,4.2,3.29,No,Online,Good,Excellent,Yes,2,High,5.9,A
STU06606,20,Male,10.22,71.3,6.5,1.4,2.8,2.19,Yes,Offline,Poor,Good,No,0,Low,4.4,B
STU06607,20,Male,8.2,85.7,5.8,6.7,3,3.68,Yes,Offline,Poor,Good,Yes,2,Low,3.1,A
STU06608,19,Female,3,76.4,6.4,4.5,3.9,2.81,No,Offline,Good,Good,No,2,Low,3.7,B
STU06609,21,Male,6.53,73.1,6.8,6.3,3.8,2.29,No,Offline,Good,Good,No,1,Low,4.6,A
STU06610,20,Male,4.77,74.7,9,6.5,4.6,3.07,Yes,Offline,Poor,Good,Yes,2,Low,6.3,B
STU06611,23,Female,4.81,91.9,6.3,5.8,6.2,3.08,No,Offline,Average,Excellent,Yes,1,High,3.7,B
STU06612,17,Female,4.49,78.5,7.6,3.4,5.1,3.64,Yes,Offline,Good,Average,Yes,1,High,3.8,A
STU06613,20,Female,3.4,84.6,8.4,4.6,4.7,3.53,No,Offline,Poor,Average,No,2,Low,9.4,B
STU06614,21,Female,2.02,73.2,6.6,4.7,2.6,2.95,No,Hybrid,Average,Average,No,1,Middle,6.2,C
STU06615,20,Male,5.89,75.7,5.6,6.3,4,2.92,No,Hybrid,Poor,Good,No,2,Middle,5.4,A
STU06616,19,Male,3.01,68.5,6.4,4.9,2.2,3.1,No,Offline,Poor,Excellent,No,0,Middle,3.8,B
STU06617,18,Male,3.94,83.6,7.2,6.2,4.5,2.02,Yes,Offline,Average,Average,No,0,Low,4.3,D
STU06618,18,Female,4.26,79.7,7.3,3.9,5.7,3.3,Yes,Offline,Good,Average,No,2,Middle,6,A
STU06619,21,Female,5.21,76.2,6.5,6.7,1.7,1.97,No,Offline,Good,Excellent,No,1,Middle,7.1,C
STU06620,23,Female,4.16,94.9,8.1,4.1,4.7,2.81,No,Offline,Poor,Good,Yes,3,Middle,7.1,B
STU06621,18,Female,4.73,76.8,5.4,1.8,1.8,3,No,Offline,Poor,Good,No,2,Middle,4.3,B
STU06622,24,Female,4.18,86.5,6.4,4.5,4.3,2.96,Yes,Offline,Poor,Excellent,No,3,Low,5.9,A
STU06623,18,Male,5.53,92.5,6.8,5,5.4,3.46,No,Hybrid,Average,Good,Yes,2,High,1,A
STU06624,17,Male,5.73,75.1,6.9,5.2,5.7,2.78,No,Offline,Average,Good,No,0,High,5.4,B
STU06625,21,Male,7.93,89.4,5.8,1.6,4.7,2.47,Yes,Hybrid,Average,Poor,No,1,Middle,5.6,A
STU06626,23,Male,6.14,83.8,7.1,6.1,7,3.58,Yes,Online,Average,Average,Yes,2,High,2.7,A
STU06627,21,Female,3.9,86.8,6.8,5.4,3,3.18,No,Hybrid,Poor,Good,Yes,1,Middle,6,B
STU06628,18,Male,6.15,99.8,6.4,4.9,4.9,2.81,Yes,Online,Good,Good,No,2,Middle,3.8,A
STU06629,18,Female,6.85,71.6,7.1,6.6,5.4,2.73,No,Hybrid,Poor,Excellent,No,2,Middle,4.7,B
STU06630,18,Female,3.91,68,7.7,5.1,3.5,2.45,No,Online,Poor,Excellent,No,2,Middle,3.9,A
STU06631,22,Male,3.95,90.9,7.8,2.3,3.7,3.67,No,Hybrid,Average,Excellent,No,3,High,6.3,A
STU06632,19,Male,0.58,63.7,6.6,2.1,3.7,3.96,No,Hybrid,Average,Average,Yes,1,High,3.9,B
STU06633,20,Male,7.99,72,7.5,6.7,5.8,4,No,Offline,Average,Excellent,Yes,2,Middle,3.4,A
STU06634,24,Male,5.33,79.4,10,1.1,3.9,3.52,No,Online,Good,Good,Yes,3,Low,2.1,A
STU06635,19,Female,7.71,83,8,7.3,4.5,3.16,No,Hybrid,Good,Average,No,2,Middle,3.2,A
STU06636,21,Male,2.02,80.2,8.8,2.6,1,2.94,No,Offline,Average,Good,No,3,High,4.1,A
STU06637,24,Female,0.4,73.8,6.5,3.3,4.7,2.35,No,Online,Average,Poor,Yes,2,Low,6.2,B
STU06638,17,Female,5.66,76.3,8.3,6.4,4.4,2.9,Yes,Offline,Poor,Average,No,0,Middle,4.5,C
STU06639,20,Female,3.38,83.6,8,3.5,4.8,3.11,No,Offline,Poor,Excellent,No,1,High,5.6,B
STU06640,17,Female,5.38,64.4,5.9,2.3,3.2,2.95,No,Online,Average,Good,Yes,2,Low,5.2,A
STU06641,23,Male,3.51,81.4,7,4,4.4,1.64,No,Hybrid,Poor,Average,No,3,High,3.8,B
STU06642,22,Male,6.67,48.9,6.7,3.3,4.1,3.56,Yes,Hybrid,Average,Good,No,2,Low,3.4,A
STU06643,21,Male,4.4,78.9,6.6,5.7,5.5,3.65,No,Online,Poor,Excellent,Yes,1,Middle,4,A
STU06644,22,Male,4.73,83.8,6,2.8,4.9,2.66,No,Online,Poor,Good,No,2,High,5.1,B
STU06645,21,Female,6.01,68.9,7.7,4.2,3.5,3.47,No,Hybrid,Good,Average,Yes,2,Middle,3.2,A
STU06646,17,Female,4.17,73,7.1,3.3,0.5,1.94,No,Offline,Poor,Average,Yes,2,Low,4.3,B
STU06647,17,Male,4.3,87,8.1,2.2,5.2,2.69,Yes,Online,Average,Average,Yes,2,High,3.4,A
STU06648,17,Male,7.52,93.5,5.1,3.2,1.8,2.73,Yes,Online,Poor,Excellent,No,3,Low,6.7,A
STU06649,21,Male,4.88,66.9,7.9,7.7,4.4,2.78,No,Hybrid,Good,Good,Yes,0,Middle,5,B
STU06650,18,Female,5.5,82.3,6.3,4.7,3.4,2.49,No,Offline,Poor,Good,No,1,Middle,7.1,B
STU06651,17,Female,6.05,83.9,8.2,2.4,3.2,3.09,No,Offline,Average,Good,No,2,Middle,6,A
STU06652,22,Female,5.28,67.7,7.2,3.2,0.5,1.5,No,Offline,Average,Excellent,No,3,Middle,2.6,B
STU06653,23,Female,6.08,80.8,7,5.8,0.7,2.71,Yes,Hybrid,Average,Good,No,2,Middle,3.5,A
STU06654,20,Male,8.84,86.3,5.7,6,2.7,2.42,No,Online,Average,Good,Yes,1,Low,5.9,A
STU06655,21,Male,7.22,90.3,6.8,5.1,5.4,3.62,Yes,Offline,Poor,Average,No,1,Middle,4,A
STU06656,24,Male,2.29,87.6,4.6,4,5.5,2.66,Yes,Hybrid,Good,Poor,Yes,3,Low,4.4,B
STU06657,22,Male,0.72,96,6.7,5.4,3.5,3.75,No,Offline,Good,Excellent,No,2,Low,6.2,B
STU06658,19,Female,3.35,100,6.9,3.9,2.6,3.36,No,Offline,Poor,Excellent,No,3,Middle,5.7,A
STU06659,23,Female,0.4,69.6,6.5,7,2.9,4,Yes,Hybrid,Average,Excellent,No,0,Middle,6.3,D
STU06660,19,Female,1.39,82.2,7,5.4,2.7,3.16,No,Hybrid,Good,Excellent,Yes,2,Middle,5.6,C
STU06661,20,Female,3,64,6.9,5.9,3.3,3.06,Yes,Offline,Poor,Excellent,No,0,Middle,1.3,B
STU06662,18,Male,3.16,73.4,7.9,6.8,5,2.67,No,Hybrid,Poor,Good,Yes,1,Middle,6.8,D
STU06663,17,Male,5.41,70.7,7.2,4.6,2.6,3.17,No,Online,Poor,Excellent,Yes,2,Middle,2.8,A
STU06664,21,Female,5.96,84.1,8.7,5.6,4,4,Yes,Offline,Average,Good,Yes,2,Middle,2.3,A
STU06665,22,Female,9.36,100,6.3,4,3.5,2.4,No,Online,Average,Average,Yes,3,High,3.1,A
STU06666,24,Male,3.65,65.2,7.5,9.1,2.9,3.28,No,Online,Average,Average,No,1,Middle,5,C
STU06667,17,Female,3.86,85.1,7.9,5.8,2.2,3.64,No,Hybrid,Good,Excellent,No,2,High,4.1,A
STU06668,22,Female,5.49,74.9,7.1,4.7,2.4,2.76,No,Offline,Good,Average,Yes,2,Low,3.3,A
STU06669,21,Male,7.22,88.9,7.3,7.6,3.8,3.18,No,Online,Average,Excellent,No,1,High,4,A
STU06670,19,Female,4.54,86.8,8.8,4.2,1.6,2.5,Yes,Offline,Good,Poor,Yes,3,Middle,3.7,A
STU06671,17,Male,3.27,70.7,7.5,6,3.8,3.05,No,Hybrid,Good,Average,No,1,Middle,6.4,B
STU06672,20,Female,1.1,71.3,7,4.8,5.7,3.14,Yes,Offline,Average,Average,No,2,High,5.2,C
